Name,MexState,Source,Year,LonX,LatY,OBJECTID,it_ID,it_GZ_ID,Region,Type,YearStart,YearEnd,it_Etnia_principal,GZ_label,GZ_partido_generico,GZ_provincia_generica,GZ_categoria_especial,Country,NameFull,NameVariants,NameModernDiff,Evang,ImportanciaRank,Notes,PopTotal,1782,Tributarios_Indios,HypotheticalTributarios_NonIndios,HypotheticalTributarios_Total,Eclesiasticos,Pop_Blancos,Casados_Blancos,Solteros_Blancos,MenM_Blancos,Casadas_Blancos,Solteras_Blancos,MenF_Blancos,Viudos_Blancos,Viudas_Blancos,Fam_Blancos,Pop_Indios,Casados_Indios,Solteros_Indios,MenM_Indios,Casadas_Indios,Solteras_Indios,MenF_Indios,Viudos_Indios,Viudas_Indios,Fam_Indios,Pop_Indefinidos,Casados_Indefinidos,Solteros_Indefinidos,MenM_Indefinidos,Casadas_Indefinidos,Solteras_Indefinidos,MenF_Indefinidos,Viudos_Indefinidos,Viudas_Indefinidos,Fam_Indefinidos,Pop_Mestizos,Casados_Mestizos,Solteros_Mestizos,MenM_Mestizos,Casadas_Mestizos,Solteras_Mestizos,MenF_Mestizos,Viudos_Mestizos,Viudas_Mestizos,Fam_Mestizos,Pop_Castas,Casados_Castas,Solteros_Castas,MenM_Castas,Casadas_Castas,Solteras_Castas,MenF_Castas,Viudos_Castas,Viudas_Castas,Fam_Castas,Pop_Negros,Casados_Negros,Solteros_Negros,MenM_Negros,Casadas_Negros,Solteras_Negros,MenF_Negros,Viudos_Negros,Viudas_Negros,Fam_Negros,Pop_NMCI,Casados_NMCI,Solteros_NMCI,MenM_NMCI,Casadas_NMCI,Solteras_NMCI,MenF_NMCI,Viudos_NMCI,Viudas_NMCI,Fam_NMCI,Pop_NonIndios,Casados_NonIndios,Solteros_NonIndios,MenM_NonIndios,Casadas_NonIndios,Solteras_NonIndios,MenF_NonIndios,Viudos_NonIndios,Viudas_NonIndios,Fam_NonIndios,Pop_Total,Casados_Total,Solteros_Total,MenM_Total,Casadas_Total,Solteras_Total,MenF_Total,Viudos_Total,Viudas_Total,Fam_Total
Guadalupe,Ciudad de Mexico,sanchez-santiro,1778,-99.117477,19.484024,92,123,1004835,Nueva Espana,Curato,1777,1779,,Guadalupe,Mexico,Mexico,Villa,Mexico,Guadalupe,None,None,None,5,,1981,,529.5,322.5,852,31,389,66,56,14,67,96,15,9,35,88,1233,346,124,88,345,135,87,31,77,307,0,0,0,0,0,0,0,0,0,0,220,53,28,12,53,45,12,3,14,55,139,27,29,9,27,22,9,5,11,42,0,0,0,0,0,0,0,0,0,0,359,80,57,21,80,67,21,8,25,97,748,146,113,35,147,163,36,17,60,185,1981,492,237,123,492,298,123,48,137,492
Parroquia de Sta. Cruz y Soledad,Ciudad de Mexico,sanchez-santiro,1778,-99.1223033,19.42971702,93,124,1004834,Nueva Espana,Barrio,1777,1779,,Cotzingo,Mexico,Mexico,Parroquia,Mexico,Parroquia Cotzingo,None,None,Santa Cruz y Soledad,9,,6741,,952,1480.5,2432.5,11,2640,534,290,329,534,367,329,49,197,660,2673,603,247,385,603,252,384,52,147,672,0,0,0,0,0,0,0,0,0,0,731,161,65,100,161,73,100,9,62,183,691,133,57,118,133,81,118,5,46,143,6,0,0,1,0,3,1,0,1,1,1428,294,122,219,294,157,219,14,109,327,4068,828,412,548,828,524,548,63,306,987,6741,1431,659,933,1431,776,932,115,453,1659
Parroquia de Sta. Cruz Acatlan,Ciudad de Mexico,sanchez-santiro,1778,-99.13331,19.420478,94,125,1004833,Nueva Espana,Barrio,1777,1779,,Acatlan,Mexico,Mexico,Parroquia,Mexico,Parroquia Acatlan,None,None,Santa Cruz,9,,1936,,424,184.5,608.5,2,198,44,21,26,44,25,25,3,8,58,1345,302,69,248,303,72,248,37,66,366,0,0,0,0,0,0,0,0,0,0,306,59,27,67,59,12,67,4,11,65,87,11,12,18,10,11,18,1,6,16,0,0,0,0,0,0,0,0,0,0,393,70,39,85,69,23,85,5,17,81,591,114,60,111,113,48,110,8,25,139,1936,416,129,359,416,120,358,45,91,505
Parroquia de Salto del Agua,Ciudad de Mexico,sanchez-santiro,1778,-99.145464,19.426901,95,126,1004832,Nueva Espana,Barrio,1777,1779,,Salto del Agua,Mexico,Mexico,Parroquia,Mexico,Parroquia Salto del Agua,None,None,None,9,,3278,,404,691,1095,6,937,208,60,123,208,116,124,33,59,327,1126,284,75,160,283,68,159,32,65,374,0,0,0,0,0,0,0,0,0,0,724,147,47,155,148,47,155,8,17,165,491,91,29,103,91,35,103,9,30,135,0,0,0,0,0,0,0,0,0,0,1215,238,76,258,239,82,258,17,47,300,2152,446,136,381,447,198,382,50,106,627,3278,730,211,541,730,266,541,82,171,1001
Santiago de Queretaro,Queretaro,sanchez-santiro,1778,-100.392778,20.5875,97,128,1000098,Nueva Espana,Barrio,9999,9999,,Queretaro,Queretaro,Mexico,Ciudad,Mexico,Santiago Queretaro,None,None,Santiago,3,,23903,,2311,6419.5,8730.5,71,8190,1291,1174,960,1290,1679,959,142,624,1880,6471,1542,562,924,1542,554,925,122,300,1745,0,0,0,0,0,0,0,0,0,0,5635,985,697,816,986,893,815,76,367,1168,3607,577,491,486,577,689,486,59,242,709,0,0,0,0,0,0,0,0,0,0,9242,1562,1188,1302,1563,1582,1301,135,609,1877,17432,2853,2362,2262,2853,3261,2260,277,1233,3757,23903,4395,2924,3186,4395,3815,3185,399,1533,5502
Parroquia de Sta. Caterina,Ciudad de Mexico,sanchez-santiro,1778,-99.13333,19.441006,98,129,1004831,Nueva Espana,Barrio,1777,1779,,Santa Catalina Martir,Mexico,Mexico,Parroquia,Mexico,Parroquia Santa Catalina Martir,None,None,None,9,,13379,,1258.5,3750.5,5009,17,6138,1260,683,732,1261,850,733,127,475,1797,3461,716,326,472,716,419,472,104,236,808,0,0,0,0,0,0,0,0,0,0,2461,476,253,287,476,395,287,86,201,707,1227,220,115,169,221,174,169,51,108,315,92,4,12,10,4,14,11,16,21,31,3780,700,380,466,701,583,467,153,330,1053,9918,1960,1063,1198,1962,1433,1200,280,805,2850,13379,2676,1389,1670,2678,1852,1672,384,1041,3658
Parroquia de S. Antonio de las Huertas,Ciudad de Mexico,sanchez-santiro,1778,-99.1675873,19.44273202,99,130,1004830,Nueva Espana,Barrio,1777,1779,,San Antonio de las Huertas,Mexico,Mexico,"""Pueblo""",Mexico,San Antonio de las Huertas,None,None,None,6,,1897,,467.5,267,734.5,6,517,73,112,57,73,119,56,5,16,97,1207,216,226,136,216,200,136,29,48,247,0,0,0,0,0,0,0,0,0,0,90,17,10,9,17,28,8,1,0,11,83,12,16,10,12,19,10,0,4,20,0,0,0,0,0,0,0,0,0,0,173,29,26,19,29,47,18,1,4,31,690,102,138,76,102,166,74,6,20,128,1897,318,364,212,318,366,210,35,68,375
Parroquia de Sta. Anna,Ciudad de Mexico,sanchez-santiro,1778,-99.13299,19.446887,100,131,1004828,Nueva Espana,Barrio,1777,1779,,Santa Ana,Mexico,Mexico,Parroquia,Mexico,Parroquia Santa Ana,None,None,None,9,,5555,,1327.5,492,1819.5,4,1097,246,66,166,246,131,166,9,63,234,4092,949,221,718,949,235,719,158,143,1060,0,0,0,0,0,0,0,0,0,0,241,53,11,44,53,21,43,0,16,64,125,16,8,28,16,25,28,0,4,20,0,0,0,0,0,0,0,0,0,0,366,69,19,72,69,46,71,0,20,84,1463,315,85,238,315,177,237,9,83,318,5555,1264,306,956,1264,412,956,167,226,1378
Tempoal,Veracruz,sanchez-santiro,1778,-98.392222,21.52,101,132,1004227,Nueva Espana,Curato,1777,1779,,Tempoal,Panuco,Veracruz,Pueblo de indios,Mexico,Concepcion Tempoal,None,None,Concepcion,6,,1302,,182.5,236,418.5,2,20,3,7,1,3,0,0,2,2,4,540,119,49,88,119,27,87,34,17,176,0,0,0,0,0,0,0,0,0,0,8,2,2,0,2,1,0,1,0,4,734,109,97,143,110,95,143,12,25,112,0,0,0,0,0,0,0,0,0,0,742,111,99,143,112,96,143,13,25,116,762,114,106,144,115,96,143,15,27,120,1302,233,155,232,234,123,230,49,44,296
Tantoyuca,Veracruz,sanchez-santiro,1778,-98.226111,21.345,102,133,1004226,Nueva Espana,Curato,1777,1779,,Tantoyuca,Panuco,Veracruz,Pueblo de indios,Mexico,Santiago Tantoyuca,Metatepec|,None,Santiago,5,,2939,,598.5,345,943.5,1,83,16,8,15,16,9,14,2,2,19,1839,471,69,321,471,93,321,26,67,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1017,150,129,190,151,154,189,14,40,189,0,0,0,0,0,0,0,0,0,0,1017,150,129,190,151,154,189,14,40,189,1100,166,137,205,167,163,203,16,42,208,2939,637,206,526,638,256,524,42,109,722
Tantima,Veracruz,sanchez-santiro,1778,-97.833056,21.330278,103,134,1004224,Nueva Espana,Curato,1777,1779,,Tantima,Panuco,Veracruz,Pueblo de indios,Mexico,San Francisco Tantima,Tenantuxo|,None,San Francisco,6,,3715,,1021.5,204,1225.5,1,130,27,11,23,27,12,23,2,4,29,3015,846,80,486,846,71,486,98,102,958,0,0,0,0,0,0,0,0,0,0,21,4,2,4,4,4,3,0,0,4,549,90,75,119,90,28,119,14,14,121,0,0,0,0,0,0,0,0,0,0,570,94,77,123,94,32,122,14,14,125,700,121,88,146,121,44,145,16,18,154,3715,967,168,632,967,115,631,114,120,1112
Ozoloaman (mision),Veracruz,sanchez-santiro,1778,-97.850556,21.661111,104,135,1004219,Nueva Espana,Curato,1777,1779,,Ozuluama,Panuco,Veracruz,Pueblo de indios,Mexico,Asuncion Ozuluama,None,None,Asuncion,6,,1601,,255.5,265.5,521,1,8,3,0,0,3,1,0,0,0,5,619,204,15,54,204,16,54,21,51,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,974,155,70,225,155,74,225,25,45,182,0,0,0,0,0,0,0,0,0,0,974,155,70,225,155,74,225,25,45,182,982,158,70,225,158,75,225,25,45,187,1601,362,85,279,362,91,279,46,96,391
Villa de Valles (mision),San Luis Potosi,sanchez-santiro,1778,-99.009722,21.981944,105,136,1003846,Nueva Espana,Curato,1777,1779,,Valles,Valles,San Luis Potosi,Villa,Mexico,Santiago Valles,Santiago de los Valles y Ogitipa|,None,Santiago,5,,2014,,239.5,470,709.5,2,614,112,81,88,111,90,88,10,32,133,755,142,77,139,141,76,138,5,37,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645,149,87,120,50,77,121,15,26,172,645,149,87,120,50,77,121,15,26,172,1259,261,168,208,161,167,209,25,58,305,2014,403,245,347,302,243,347,30,95,472
Tanlahax (mision),San Luis Potosi,sanchez-santiro,1778,-98.887222,21.665833,106,137,1003844,Nueva Espana,Curato,1777,1779,,Tanlajas,Valles,San Luis Potosi,Pueblo de indios,Mexico,Santa Ana Tanlajas,None,None,Santa Ana,6,,764,,198.5,35,233.5,1,59,7,10,11,7,7,10,2,4,13,657,170,10,130,170,8,130,9,30,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,7,2,8,7,13,7,2,2,11,0,0,0,0,0,0,0,0,0,0,48,7,2,8,7,13,7,2,2,11,107,14,12,19,14,20,17,4,6,24,764,184,22,149,184,28,147,13,36,238
Tampasquiu (mision),San Luis Potosi,sanchez-santiro,1778,-99.344444,21.776667,107,138,1003841,Nueva Espana,Curato,1777,1779,,Tampasquin,Valles,San Luis Potosi,Pueblo de indios,Mexico,Santiago Tampasquin,Tampasquid| Tampasquio| Tampasque| Tamasquin|,None,Santiago,6,,696,,254,33.5,287.5,1,25,5,2,3,5,3,3,1,2,8,600,210,33,46,210,30,46,21,4,219,0,0,0,0,0,0,0,0,0,0,31,5,3,6,6,4,5,0,2,9,40,9,7,5,8,2,6,3,0,14,0,0,0,0,0,0,0,0,0,0,71,14,10,11,14,6,11,3,2,23,96,19,12,14,19,9,14,4,4,31,696,229,45,60,229,39,60,25,8,250
Tamitas (mision),San Luis Potosi,sanchez-santiro,1778,-99.163056,21.77,108,139,1003840,Nueva Espana,Curato,1777,1779,,Tamitad,Valles,San Luis Potosi,Pueblo de indios,Mexico,Concepcion Tamitad,None,None,Concepcion,6,,245,,51,28,79,1,14,3,2,2,3,0,3,0,0,3,168,32,20,33,32,11,33,1,6,32,0,0,0,0,0,0,0,0,0,0,4,1,0,1,1,0,1,0,0,1,59,10,8,6,10,2,7,9,7,14,0,0,0,0,0,0,0,0,0,0,63,11,8,7,11,2,8,9,7,15,77,14,10,9,14,2,11,9,7,18,245,46,30,42,46,13,44,10,13,50
Tamazunchale,San Luis Potosi,sanchez-santiro,1778,-98.791667,21.261111,109,140,1003839,Nueva Espana,Curato,1777,1779,,Tamazunchale,Valles,San Luis Potosi,Pueblo de indios,Mexico,San Juan Tamazunchale,None,None,San Juan,6,,2035,,620.5,135,755.5,1,87,15,11,10,15,20,10,2,3,14,1653,498,72,206,498,50,206,48,75,532,0,0,0,0,0,0,0,0,0,0,22,4,4,4,4,0,4,1,1,4,213,40,24,36,40,30,35,2,6,42,60,15,6,6,15,7,6,2,3,15,295,59,34,46,59,37,45,5,10,61,382,74,45,56,74,57,55,7,13,75,2035,572,117,262,572,107,261,55,88,607
Palma o Salto del Agua (mision),San Luis Potosi,sanchez-santiro,1778,-99.466389,21.784444,110,141,1003835,Nueva Espana,Curato,1777,1779,,La Palma,Valles,San Luis Potosi,Pueblo de indios,Mexico,San Francisco La Palma,Zichxaum,None,San Francisco,6,,604,,214,17.5,231.5,1,15,2,0,4,2,2,3,1,0,3,557,179,23,64,179,24,65,14,9,203,0,0,0,0,0,0,0,0,0,0,32,10,3,2,10,4,2,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,10,3,2,10,4,2,0,1,10,47,12,3,6,12,6,5,1,1,13,604,191,26,70,191,30,70,15,10,216
Huehuetlan (mision),San Luis Potosi,sanchez-santiro,1778,-98.980278,21.546111,111,142,1003831,Nueva Espana,Curato,1777,1779,,Huehuetlan,Valles,San Luis Potosi,Pueblo de indios,Mexico,San Diego Huehuetlan,None,None,San Diego,6,,2405,,1024.5,19.5,1044,1,34,9,0,7,8,2,7,0,0,9,2346,754,252,148,755,196,148,16,77,748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,5,3,5,3,3,0,1,5,0,0,0,0,0,0,0,0,0,0,25,5,5,3,5,3,3,0,1,5,59,14,5,10,13,5,10,0,1,14,2405,768,257,158,768,201,158,16,78,762
Tancuaylab (mision),San Luis Potosi,sanchez-santiro,1778,-98.58750251,21.7165961,112,143,1003829,Nueva Espana,Curato,1777,1779,,Cuayalab,Valles,San Luis Potosi,Pueblo de indios,Mexico,San Francisco Cuayalab,Tancuayalab,None,San Francisco,6,,788,,186.5,99,285.5,1,7,2,1,0,1,1,0,0,1,2,500,131,31,64,131,23,63,13,44,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,39,26,43,40,46,42,9,17,63,19,6,2,1,7,1,2,0,0,4,281,45,28,44,47,47,44,9,17,67,288,47,29,44,48,48,44,9,18,69,788,178,60,108,179,71,107,22,62,243
Coscatlan,San Luis Potosi,sanchez-santiro,1778,-98.904722,21.540278,113,144,1003828,Nueva Espana,Curato,1777,1779,,Coxcatlan,Valles,San Luis Potosi,Pueblo de indios,Mexico,San Juan Bautista Coxcatlan,None,None,San Juan Bautista,6,,6437,,1995,162,2157,2,214,41,28,32,41,21,32,2,15,46,5915,1480,376,962,1481,358,962,82,214,1420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,58,23,66,58,18,66,6,13,70,0,0,0,0,0,0,0,0,0,0,308,58,23,66,58,18,66,6,13,70,522,99,51,98,99,39,98,8,28,116,6437,1579,427,1060,1580,397,1060,90,242,1536
Sta. Maria Acapulco (mision),San Luis Potosi,sanchez-santiro,1778,-99.439444,21.471389,114,145,1003824,Nueva Espana,Curato,1777,1779,,Acapulco,Valles,San Luis Potosi,Pueblo de indios,Mexico,Santa Maria Acapulco,Capulco| Calpolco|,None,Santa Maria,6,,295,,138,0,138,1,1,0,0,0,0,0,0,0,0,0,294,122,8,9,122,3,9,7,14,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,295,122,8,9,122,3,9,7,14,122
Tancanhuitz,San Luis Potosi,sanchez-santiro,1778,-98.96976843,21.5949862,115,146,1003823,Nueva Espana,Curato,1777,1779,,Tancanhuitz,Valles,San Luis Potosi,"""Pueblo""",Mexico,Tancanhuitz,None,None,None,6,,7401,,2310.5,81.5,2392,2,101,19,12,18,19,5,18,1,7,30,7137,1635,684,1258,1635,335,1258,103,229,1966,0,0,0,0,0,0,0,0,0,0,19,1,4,4,1,2,4,0,3,3,131,22,8,27,22,15,27,0,10,32,13,4,0,0,4,2,1,1,1,5,163,27,12,31,27,19,32,1,14,40,264,46,24,49,46,24,50,2,21,70,7401,1681,708,1307,1681,359,1308,105,250,2036
Tampico (mision),Veracruz,sanchez-santiro,1778,-97.797879,22.109583,116,147,1003822,Nueva Espana,Curato,1777,1779,,Tampico el Alto,Panuco,Veracruz,Villa,Mexico,Tampico el Alto,Villa de San Salvador|,None,None,5,,1104,,0,346,346,1,11,5,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1093,122,151,206,122,199,205,25,63,122,0,0,0,0,0,0,0,0,0,0,1093,122,151,206,122,199,205,25,63,122,1104,127,151,206,127,199,205,25,63,127,1104,127,151,206,127,199,205,25,63,127
Tampamolon,San Luis Potosi,sanchez-santiro,1778,-98.82224143,21.5578662,117,148,1003821,Nueva Espana,Curato,1777,1779,,Tampamolon,Valles,San Luis Potosi,"""Pueblo""",Mexico,Tampamolon,None,None,None,6,,2456,,819.5,294.5,1114,1,326,44,101,22,44,80,21,4,9,44,1740,720,80,51,720,38,50,38,43,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,83,33,41,84,40,41,61,7,98,0,0,0,0,0,0,0,0,0,0,390,83,33,41,84,40,41,61,7,98,716,127,134,63,128,120,62,65,16,142,2456,847,214,114,848,158,112,103,59,862
Casas Viejas,Guanajuato,sanchez-santiro,1778,-100.265654,21.019623,119,150,1003807,Nueva Espana,Curato,1777,1779,,Casas Viejas,San Luis de la Paz,Guanajuato,"""Pueblo""",Mexico,Casas Viejas,None,None,None,6,,4677,,649,872.5,1521.5,2,513,96,71,85,96,59,84,6,14,120,2201,502,137,451,502,86,452,28,43,566,0,0,0,0,0,0,0,0,0,0,596,120,64,117,120,44,116,4,11,134,1367,305,189,164,304,182,164,16,43,296,0,0,0,0,0,0,0,0,0,0,1963,425,253,281,424,226,280,20,54,430,2476,521,324,366,520,285,364,26,68,550,4677,1023,461,817,1022,371,816,54,111,1116
Zontecomatlan,Veracruz,sanchez-santiro,1778,-98.343611,20.761667,140,171,1003333,Nueva Espana,Curato,1777,1779,,Zontecomatlan,Huayacocotla,Puebla,Pueblo de indios,Mexico,San Francisco Zontecomatlan,None,None,San Francisco,6,,1227,,465,0,465,1,1,0,0,0,0,0,0,0,0,0,1226,384,30,148,384,41,148,15,76,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1227,384,30,148,384,41,148,15,76,474
Tlachichilco,Veracruz,sanchez-santiro,1778,-98.198333,20.620556,320,348,1003324,Nueva Espana,Curato,1777,1779,,Tlachichilco,Huayacocotla,Puebla,Pueblo de indios,Mexico,San Agustin Tlachichilco,None,None,San Agustin,6,,1246,,475.5,0,475.5,1,1,0,0,0,0,0,0,0,0,0,1245,343,80,147,343,95,147,24,66,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1246,343,80,147,343,95,147,24,66,343
Zihuateutla,Puebla,sanchez-santiro,1778,-97.886667,20.250278,321,349,1003293,Nueva Espana,Curato,1777,1779,,Zihuateutla,Huauchinango,Puebla,Pueblo de indios,Mexico,Santa Monica Zihuateutla,None,None,Santa Monica,7,,1569,,474,6,480,1,21,3,1,3,4,4,4,1,0,4,1548,450,13,300,450,10,300,10,15,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,1,3,4,4,4,1,0,4,1569,453,14,303,454,14,304,11,15,504
Zihuateutla,Puebla,sanchez-santiro,1778,-97.886667,20.250278,322,349,1003293,Nueva Espana,Curato,1777,1779,,Zihuateutla,Huauchinango,Puebla,Pueblo de indios,Mexico,Santa Monica Zihuateutla,None,None,Santa Monica,6,,1569,,474,6,480,1,21,3,1,3,4,4,4,1,0,4,1548,450,13,300,450,10,300,10,15,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,1,3,4,4,4,1,0,4,1569,453,14,303,454,14,304,11,15,504
Tinola,Puebla,sanchez-santiro,1778,-97.922778,20.136667,323,350,1003276,Nueva Espana,Curato,1777,1779,,Tlaola,Huauchinango,Puebla,Pueblo de indios,Mexico,Asuncion Tlaola,Chicohuastla|,None,Asuncion,6,,2371,,737,3,740,2,4,1,0,0,1,0,0,0,0,1,2362,581,148,444,581,87,444,13,64,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,2,0,1,2,0,0,0,0,2,9,3,0,1,3,0,0,0,0,3,2371,584,148,445,584,87,444,13,64,587
Chiconcuautla,Puebla,sanchez-santiro,1778,-97.939444,20.094722,324,351,1003228,Nueva Espana,Curato,1777,1779,,Chiconcuautla,Huauchinango,Puebla,Pueblo de indios,Mexico,San Pedro Chiconcuautla,None,None,San Pedro,6,,3126,,733,10,743,1,36,6,0,11,6,0,12,0,0,6,3080,684,0,807,684,0,807,7,91,720,0,0,0,0,0,0,0,0,0,0,10,1,6,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,6,1,1,0,1,0,0,1,46,7,6,12,7,0,13,0,0,7,3126,691,6,819,691,0,820,7,91,727
Santa Fe,Ciudad de Mexico,sanchez-santiro,1778,-99.28914351,19.36885571,325,352,1001935,Nueva Espana,Curato,1777,1779,,Santa Fe,Mexico,Mexico,Pueblo de indios,Mexico,Santa Fe,None,None,None,6,,790,,260.5,5.5,266,1,12,2,2,0,2,4,0,0,1,3,778,188,67,129,188,39,128,9,30,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,2,0,2,4,0,0,1,3,790,190,69,129,190,43,128,9,31,174
Tequisquipan,Mexico,sanchez-santiro,1778,-99.144722,19.909444,326,353,1001932,Nueva Espana,Curato,1777,1779,,Tequixquiac,Zumpango,Mexico,Pueblo de indios,Mexico,Santiago Tequixquiac,None,None,Santiago,6,,5190,,1018.5,508,1526.5,2,866,150,100,172,151,92,172,6,21,177,3430,725,196,696,725,222,697,43,126,865,0,0,0,0,0,0,0,0,0,0,602,120,51,116,121,56,115,1,22,125,292,28,26,82,28,36,83,1,8,37,0,0,0,0,0,0,0,0,0,0,894,148,77,198,149,92,198,2,30,162,1760,298,177,370,300,184,370,8,51,339,5190,1023,373,1066,1025,406,1067,51,177,1204
Jantelco,Mexico,sanchez-santiro,1778,-99.094444,19.748611,327,354,1001927,Nueva Espana,Curato,1777,1779,,Jaltenco,Zumpango,Mexico,Pueblo de indios,Mexico,San Andres Jaltenco,None,None,San Andres,6,,3277,,792.5,49,841.5,4,4,0,0,0,0,0,0,0,0,0,3114,682,61,765,682,7,764,43,110,670,159,31,34,30,31,2,31,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,31,34,30,31,2,31,0,0,32,163,31,34,30,31,2,31,0,0,32,3277,713,95,795,713,9,795,43,110,702
Epazayucan,Hidalgo,sanchez-santiro,1778,-98.635278,20.018056,328,355,1001909,Nueva Espana,Curato,1777,1779,,Epazoyucan,Zempoala,Mexico,Pueblo de indios,Mexico,San Andres Epazoyucan,Epazayucan|,None,San Andres,6,,878,,236.5,201,437.5,3,173,42,36,0,42,40,0,4,6,52,473,180,0,0,180,69,0,12,32,204,0,0,0,0,0,0,0,0,0,0,176,48,33,0,49,24,0,7,15,65,56,18,6,0,17,11,0,1,3,20,0,0,0,0,0,0,0,0,0,0,232,66,39,0,66,35,0,8,18,85,405,108,75,0,108,75,0,12,24,137,878,288,75,0,288,144,0,24,56,341
Teloloapan,Guerrero,sanchez-santiro,1778,-99.873056,18.366944,329,356,1001898,Nueva Espana,Curato,1777,1779,,Teloloapan,Ixcateopan,Mexico,Pueblo de indios,Mexico,Asuncion Teloloapan,None,None,Asuncion,5,,5105,,931,496.5,1427.5,1,604,84,107,109,84,90,109,7,13,101,3324,665,217,731,665,136,731,41,138,843,0,0,0,0,0,0,0,0,0,0,590,88,77,120,88,65,121,7,24,121,587,32,122,164,32,16,164,11,46,202,0,0,0,0,0,0,0,0,0,0,1177,120,199,284,120,81,285,18,70,323,1781,204,306,393,204,171,394,25,83,424,5105,869,523,1124,869,307,1125,66,221,1267
Malinaltengo,Mexico,sanchez-santiro,1778,-99.711389,18.783333,330,357,1001891,Nueva Espana,Curato,1777,1779,,Malinaltenango,Zacualpan,Mexico,Pueblo de indios,Mexico,Santiago Malinaltenango,None,None,Santiago,6,,3915,,604.5,574,1178.5,3,920,160,118,170,159,92,169,14,35,204,1938,442,133,364,442,86,365,38,68,438,0,0,0,0,0,0,0,0,0,0,593,109,56,121,109,55,120,6,17,118,464,59,54,124,58,29,124,3,13,94,0,0,0,0,0,0,0,0,0,0,1057,168,110,245,167,84,244,9,30,212,1977,328,228,415,326,176,413,23,65,416,3915,770,361,779,768,262,778,61,133,854
Iztapam,Mexico,sanchez-santiro,1778,-99.675278,18.844167,331,358,1001890,Nueva Espana,Curato,1777,1779,,Ixtapan de la Sal,Zacualpan,Mexico,Pueblo de indios,Mexico,Asuncion Ixtapan de la Sal,None,None,Asuncion,6,,3429,,642.5,388.5,1031,2,596,72,66,103,73,95,104,30,51,90,2258,521,76,487,521,52,486,20,95,644,0,0,0,0,0,0,0,0,0,0,282,81,22,40,81,11,41,2,4,79,293,46,42,51,47,41,51,5,10,55,0,0,0,0,0,0,0,0,0,0,575,127,64,91,128,52,92,7,14,134,1171,199,130,194,201,147,196,37,65,224,3429,720,206,681,722,199,682,57,160,868
